City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
383,santa cruz de la palma,20,ES,1536525000,69,28.68,-17.76,73.4,16.11
384,rennes,0,FR,1536525000,77,48.11,-1.68,62.6,5.82
385,tezu,64,IN,1536526143,91,27.93,96.16,66.16,1.59
386,kulebaki,32,RU,1536526068,68,55.41,42.53,52.75,4.16
387,pangkalanbuun,24,ID,1536526144,94,-2.68,111.62,73.0,2.93
388,utete,88,TZ,1536526144,94,-7.99,38.76,73.54,3.6
389,port lincoln,0,AU,1536526144,100,-34.72,135.86,52.3,11.65
390,isangel,0,VU,1536526081,100,-19.55,169.27,71.29,4.27
391,kigoma,36,TZ,1536526145,96,-4.88,29.64,77.32,1.59
392,cheremshan,8,RU,1536526145,89,54.66,51.51,52.3,2.71
393,bara,0,NG,1536526145,97,10.41,10.6,69.49,6.96
394,daru,92,SL,1536526145,100,7.99,-10.85,72.1,4.94
395,bambanglipuro,92,ID,1536526146,100,-7.95,110.28,69.85,2.37
396,kyabe,88,TD,1536526146,97,9.45,18.94,70.3,6.29
397,lagunas,48,PE,1536526146,54,-5.23,-75.68,85.96,1.92
398,adrar,64,DZ,1536523200,9,27.87,-0.29,102.2,24.16
399,udachnyy,0,RU,1536526146,77,66.42,112.4,19.63,2.26
400,puerto del rosario,20,ES,1536525000,73,28.5,-13.86,73.4,16.11
401,qianguo,0,CN,1536526147,80,45.12,124.86,47.44,9.53
402,clyde river,90,CA,1536523200,60,70.47,-68.59,42.8,10.29
403,erzin,75,TR,1536524400,69,36.95,36.2,77.0,4.38
404,wladyslawowo,0,PL,1536525000,87,54.79,18.4,53.6,2.24
405,high rock,75,BS,1536523200,74,26.63,-78.28,86.0,4.7
406,westminster,56,GB,1536524400,68,51.5,-0.14,64.4,9.17
407,banjar,64,ID,1536526148,97,-7.37,108.54,68.59,2.59
408,lata,24,IN,1536526148,100,30.78,78.62,53.92,1.59
409,brigantine,90,US,1536524580,93,39.41,-74.36,64.04,19.46
410,nevyansk,0,RU,1536526149,96,57.49,60.21,35.92,2.48
411,durban,20,FR,1536525000,88,43.54,0.58,73.4,4.7
412,havoysund,0,NO,1536524400,87,71.0,24.66,48.2,5.82
413,ipixuna,40,BR,1536523200,74,-1.76,-48.8,80.6,3.36
414,baiyin,0,CN,1536523200,100,36.55,104.13,42.8,2.24
415,mae ramat,100,TH,1536526150,99,16.98,98.52,72.01,1.92
416,dongsheng,80,CN,1536526150,71,29.72,112.52,66.88,4.72
417,ciudad bolivar,8,VE,1536526150,65,8.12,-63.55,88.48,6.51
418,sinnamary,0,GF,1536526150,94,5.38,-52.96,82.81,9.19
419,lazaro cardenas,40,MX,1536522300,44,28.39,-105.62,78.8,9.17
420,palmer,0,AU,1536525000,93,-34.85,139.16,46.4,5.82
421,san pedro,24,AR,1536526152,44,-33.68,-59.66,70.3,16.02
422,pimenta bueno,48,BR,1536526153,29,-11.68,-61.19,94.42,2.15
423,logan,1,US,1536523080,20,41.73,-111.83,82.22,3.15
424,yar-sale,24,RU,1536526153,100,66.83,70.83,38.17,23.96
425,navalmoral de la mata,0,ES,1536526120,78,39.89,-5.54,63.28,2.82
426,pangnirtung,90,CA,1536523200,93,66.15,-65.72,39.2,5.82
427,kirovskiy,0,RU,1536526154,77,45.09,133.51,31.24,2.71
428,samana,40,EC,1536523200,62,0.12,-76.97,86.0,4.7
429,sao jose da coroa grande,92,BR,1536526154,99,-8.9,-35.15,73.45,6.96
430,kawalu,76,ID,1536526154,99,-7.38,108.21,64.0,1.36
431,omsukchan,76,RU,1536526154,85,62.53,155.8,46.18,10.2
432,novo aripuana,8,BR,1536526154,54,-5.12,-60.38,88.93,2.59
433,vostok,0,RU,1536526155,72,46.45,135.83,28.0,1.7
434,kuldur,0,RU,1536526155,73,49.22,131.63,26.65,2.59
435,opunake,92,NZ,1536526155,100,-39.45,173.86,50.95,3.94
436,shetpe,0,KZ,1536526155,32,44.14,52.16,67.78,11.65
437,fairbanks,1,US,1536523080,77,64.84,-147.72,44.06,2.82
438,faya,0,SA,1536523200,82,18.39,42.45,69.8,3.36
439,zaraza,24,VE,1536526156,92,9.35,-65.33,79.39,8.75
440,adelaide,0,AU,1536525000,93,-34.93,138.6,46.4,5.82
441,marzuq,0,YE,1536526139,42,14.4,46.47,65.8,1.92
442,naze,75,NG,1536523200,94,5.43,7.07,75.2,2.24
443,cabo san lucas,75,MX,1536522180,74,22.89,-109.91,86.0,6.93
444,ballina,75,IE,1536525000,76,54.11,-9.15,51.8,13.87
445,zyrardow,0,PL,1536525000,82,52.05,20.45,62.6,1.12
446,abalak,12,NE,1536526157,79,15.46,6.28,78.04,4.16
447,prigorodnyy,32,RU,1536526157,40,47.93,40.05,69.76,11.65
448,torres,100,BR,1536526157,91,-29.34,-49.73,61.21,4.94
449,whitehorse,40,CA,1536523200,57,60.72,-135.06,51.8,3.36
450,kalmunai,8,LK,1536526134,100,7.42,81.82,72.28,3.04
451,tazovskiy,92,RU,1536526158,100,67.47,78.7,35.83,19.37
452,fougamou,92,GA,1536526158,100,-1.22,10.59,70.12,2.71
453,cape canaveral,1,US,1536523320,73,28.41,-80.6,87.98,6.93
454,husavik,68,CA,1536526158,54,50.56,-96.99,80.02,20.27
455,caravelas,80,BR,1536526159,100,-17.73,-39.27,73.81,15.35
456,salawagan,20,PH,1536526159,100,7.71,125.11,65.44,2.15
457,pauini,32,BR,1536526159,50,-7.71,-67.0,92.17,3.71
458,aleysk,0,RU,1536526159,97,52.5,82.77,51.22,7.63
459,nishihara,40,JP,1536525000,88,35.74,139.53,78.8,5.82
460,camocim,20,BR,1536526159,57,-2.9,-40.84,85.33,3.49
461,ternate,75,PH,1536523200,100,14.29,120.72,80.6,1.12
462,hambantota,0,LK,1536526160,99,6.12,81.12,79.21,9.53
463,abha,0,SA,1536523200,82,18.22,42.5,69.8,3.36
464,fukuyama,92,JP,1536526160,96,34.52,133.33,65.08,7.74
465,tautira,20,PF,1536525000,54,-17.73,-149.15,82.4,3.36
466,necochea,92,AR,1536526123,43,-38.55,-58.74,55.99,12.66
467,kysyl-syr,36,RU,1536526161,75,63.9,122.77,35.56,9.75
468,saldanha,48,PT,1536526161,80,41.42,-6.55,61.66,3.94
469,klaksvik,8,FO,1536524400,100,62.23,-6.59,50.0,10.29
470,kieta,92,PG,1536526083,100,-6.22,155.63,78.22,4.16
471,westport,75,IE,1536525000,76,53.8,-9.52,51.8,13.87
472,desterro,0,BR,1536526161,54,-7.29,-37.09,78.4,10.65
473,ravar,0,IR,1536526162,18,31.27,56.81,58.51,3.71
474,tarabuco,0,BO,1536526162,34,-19.18,-64.92,63.28,3.94
475,zhezkazgan,12,KZ,1536526074,73,47.8,67.71,53.65,2.93
476,victor harbor,0,AU,1536525000,93,-35.55,138.62,46.4,5.82
477,matagami,76,NG,1536526162,98,9.67,8.4,68.14,3.6
478,islahiye,40,TR,1536522600,57,37.03,36.63,75.2,19.46
479,saint-georges,0,CA,1536526163,53,46.12,-70.67,57.34,3.27
480,high level,20,CA,1536523200,43,58.52,-117.13,50.0,6.93
481,zhigansk,92,RU,1536526163,88,66.77,123.37,38.35,12.66
482,kyshtym,68,RU,1536526163,85,55.71,60.55,47.08,6.17
483,battle creek,90,US,1536524160,56,42.32,-85.18,66.38,5.82
484,jasidih,64,IN,1536526103,91,24.51,86.65,78.04,6.06
485,laem sing,92,TH,1536526164,100,12.48,102.07,73.81,0.81
486,stutterheim,0,ZA,1536526164,94,-32.57,27.43,36.28,2.71
487,balkanabat,0,TM,1536526164,33,39.51,54.36,68.68,5.17
488,atar,88,MR,1536526164,17,20.52,-13.05,99.64,11.65
489,fort nelson,75,CA,1536523200,70,58.81,-122.69,46.4,3.36
490,arman,90,RU,1536523200,93,59.7,150.17,51.8,2.24
491,brainerd,1,US,1536524100,59,46.36,-94.2,71.06,13.87
492,new richmond,1,CA,1536523200,41,48.17,-65.87,60.8,9.17
493,dangtu,0,CN,1536523200,88,31.57,118.49,68.0,7.74
494,sur,0,OM,1536526163,92,22.57,59.53,82.09,4.16
495,maceio,40,BR,1536523200,73,-9.67,-35.74,77.0,13.87
496,pathein,76,MM,1536526166,96,16.78,94.73,73.9,3.15
497,antofagasta,20,CL,1536523200,67,-23.65,-70.4,59.0,11.41
498,kaka,0,TM,1536526166,70,37.35,59.62,58.69,2.04
499,lugovoy,0,RU,1536526167,82,59.72,65.88,41.68,9.19
500,nadadores,75,MX,1536522000,74,27.03,-101.59,78.8,3.71
501,lukaya,20,UG,1536523200,88,-0.15,31.87,69.8,5.82
502,panguna,20,PG,1536526167,91,-6.32,155.48,75.52,3.83
503,vanavara,8,RU,1536526167,86,60.35,102.28,35.74,2.48
504,hami,64,CN,1536526167,58,42.84,93.51,64.99,3.6
505,tamandare,12,BR,1536526168,33,-8.28,-70.75,96.49,3.71
506,baoding,64,CN,1536526168,68,38.86,115.49,60.94,4.16
507,kavaratti,88,IN,1536526168,100,10.57,72.64,81.91,8.63
508,shache,0,CN,1536526168,46,38.42,77.24,61.12,9.42
509,saint-jerome,75,CA,1536523200,48,45.78,-74.0,62.6,5.82
510,vanimo,92,PG,1536526073,100,-2.67,141.3,75.88,1.7
511,kuusamo,0,FI,1536524400,100,65.96,29.19,42.8,2.24
512,milkovo,20,BG,1536525000,44,41.53,24.68,75.2,12.75
513,chara,20,GR,1536522600,64,39.42,22.43,68.0,3.36
514,malibu,75,US,1536524100,67,33.61,-84.48,89.06,9.17
515,laramie,75,US,1536523080,3,41.31,-105.59,80.06,16.11
516,rocha,8,UY,1536526169,59,-34.48,-54.34,58.15,11.32
517,farad,24,YE,1536526170,71,14.05,44.12,58.24,1.7
518,padang,12,ID,1536526170,100,-0.92,100.36,81.37,2.82
519,vuktyl,48,RU,1536526170,86,63.86,57.31,36.46,2.59
520,gayeri,8,BF,1536526170,89,12.65,0.49,76.96,6.96
521,mitu,0,IR,1536526170,59,36.2,46.09,53.56,2.93
522,amarante do maranhao,76,BR,1536526171,70,-5.57,-46.74,78.58,2.59
523,demirci,0,TR,1536526171,83,39.05,28.66,52.3,2.26
524,palauig,56,PH,1536526171,100,15.44,119.9,73.36,2.93
